id_cargo,liquidacion,transportista,acuerdo,referencia,concepto,monto,moneda
CH-P2-000018-1,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000018-1,FLETE_BASE,1200.00,ARS
CH-P2-000018-2,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000018-2,FLETE_BASE,1200.00,ARS
CH-FE1-000018,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000018,FLETE_BASE,1350.00,ARS
CH-FE2-000018,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000018,FLETE_BASE,1150.00,ARS
CH-FD-000018,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000018,FLETE_BASE,750.00,ARS
CH-REV-000018,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000018,SEGURO,200.00,ARS
CH-UND-000018,LIQ-ARS-000018,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000018,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000018,LIQ-USD-000018,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000018,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000018,LIQ-USD-000018,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000018,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000018,LIQ-USD-000018,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000018,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000018,LIQ-USD-000018,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000018,FLETE_MARITIMO,620.00,USD
CH-N1-000018,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000018,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000018,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000018,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000018,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000018,SEGURO,200.00,ARS
CH-P1-000019-0,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000019-0,FLETE_BASE,1000.00,ARS
CH-P1-000019-1,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000019-1,FLETE_BASE,1000.00,ARS
CH-P1-000019-2,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000019-2,FLETE_BASE,1000.00,ARS
CH-P1-000019-3,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000019-3,FLETE_BASE,1000.00,ARS
CH-P1-000019-4,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000019-4,FLETE_BASE,1000.00,ARS
CH-P2-000019-0,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000019-0,FLETE_BASE,1200.00,ARS
CH-P2-000019-1,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000019-1,FLETE_BASE,1200.00,ARS
CH-P2-000019-2,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000019-2,FLETE_BASE,1200.00,ARS
CH-FE1-000019,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000019,FLETE_BASE,1350.00,ARS
CH-FE2-000019,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000019,FLETE_BASE,1150.00,ARS
CH-FD-000019,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000019,FLETE_BASE,750.00,ARS
CH-REV-000019,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000019,SEGURO,200.00,ARS
CH-UND-000019,LIQ-ARS-000019,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000019,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000019,LIQ-USD-000019,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000019,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000019,LIQ-USD-000019,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000019,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000019,LIQ-USD-000019,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000019,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000019,LIQ-USD-000019,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000019,FLETE_MARITIMO,620.00,USD
CH-N1-000019,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000019,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000019,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000019,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000019,LIQ-ARS-000019,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000019,SEGURO,200.00,ARS
CH-P1-000020-0,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000020-0,FLETE_BASE,1000.00,ARS
CH-P1-000020-1,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000020-1,FLETE_BASE,1000.00,ARS
CH-P1-000020-2,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000020-2,FLETE_BASE,1000.00,ARS
CH-P1-000020-3,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000020-3,FLETE_BASE,1000.00,ARS
CH-P1-000020-4,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000020-4,FLETE_BASE,1000.00,ARS
CH-P2-000020-0,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000020-0,FLETE_BASE,1200.00,ARS
CH-P2-000020-1,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000020-1,FLETE_BASE,1200.00,ARS
CH-P2-000020-2,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000020-2,FLETE_BASE,1200.00,ARS
CH-FE1-000020,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000020,FLETE_BASE,1350.00,ARS
CH-FE2-000020,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000020,FLETE_BASE,1150.00,ARS
CH-FD-000020,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000020,FLETE_BASE,750.00,ARS
CH-REV-000020,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000020,SEGURO,200.00,ARS
CH-UND-000020,LIQ-ARS-000020,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000020,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000020,LIQ-USD-000020,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000020,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000020,LIQ-USD-000020,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000020,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000020,LIQ-USD-000020,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000020,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000020,LIQ-USD-000020,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000020,FLETE_MARITIMO,620.00,USD
CH-N1-000020,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000020,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000020,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000020,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000020,LIQ-ARS-000020,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000020,SEGURO,200.00,ARS
CH-P1-000021-0,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000021-0,FLETE_BASE,1000.00,ARS
CH-P1-000021-1,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000021-1,FLETE_BASE,1000.00,ARS
CH-P1-000021-2,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000021-2,FLETE_BASE,1000.00,ARS
CH-P1-000021-3,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000021-3,FLETE_BASE,1000.00,ARS
CH-P1-000021-4,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000021-4,FLETE_BASE,1000.00,ARS
CH-P2-000021-0,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000021-0,FLETE_BASE,1200.00,ARS
CH-P2-000021-1,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000021-1,FLETE_BASE,1200.00,ARS
CH-P2-000021-2,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000021-2,FLETE_BASE,1200.00,ARS
CH-FE1-000021,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000021,FLETE_BASE,1350.00,ARS
CH-FE2-000021,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000021,FLETE_BASE,1150.00,ARS
CH-FD-000021,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000021,FLETE_BASE,750.00,ARS
CH-REV-000021,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000021,SEGURO,200.00,ARS
CH-UND-000021,LIQ-ARS-000021,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000021,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000021,LIQ-USD-000021,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000021,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000021,LIQ-USD-000021,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000021,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000021,LIQ-USD-000021,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000021,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000021,LIQ-USD-000021,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000021,FLETE_MARITIMO,620.00,USD
CH-N1-000021,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000021,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000021,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000021,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000021,LIQ-ARS-000021,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000021,SEGURO,200.00,ARS
CH-P1-000022-0,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000022-0,FLETE_BASE,1000.00,ARS
CH-P1-000022-1,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000022-1,FLETE_BASE,1000.00,ARS
CH-P1-000022-2,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000022-2,FLETE_BASE,1000.00,ARS
CH-P1-000022-3,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000022-3,FLETE_BASE,1000.00,ARS
CH-P1-000022-4,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000022-4,FLETE_BASE,1000.00,ARS
CH-P2-000022-0,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000022-0,FLETE_BASE,1200.00,ARS
CH-P2-000022-1,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000022-1,FLETE_BASE,1200.00,ARS
CH-P2-000022-2,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000022-2,FLETE_BASE,1200.00,ARS
CH-FE1-000022,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000022,FLETE_BASE,1350.00,ARS
CH-FE2-000022,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000022,FLETE_BASE,1150.00,ARS
CH-FD-000022,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000022,FLETE_BASE,750.00,ARS
CH-REV-000022,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000022,SEGURO,200.00,ARS
CH-UND-000022,LIQ-ARS-000022,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000022,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000022,LIQ-USD-000022,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000022,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000022,LIQ-USD-000022,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000022,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000022,LIQ-USD-000022,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000022,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000022,LIQ-USD-000022,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000022,FLETE_MARITIMO,620.00,USD
CH-N1-000022,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000022,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000022,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000022,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000022,LIQ-ARS-000022,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000022,SEGURO,200.00,ARS
CH-P1-000023-0,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000023-0,FLETE_BASE,1000.00,ARS
CH-P1-000023-1,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000023-1,FLETE_BASE,1000.00,ARS
CH-P1-000023-2,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000023-2,FLETE_BASE,1000.00,ARS
CH-P1-000023-3,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000023-3,FLETE_BASE,1000.00,ARS
CH-P1-000023-4,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000023-4,FLETE_BASE,1000.00,ARS
CH-P2-000023-0,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000023-0,FLETE_BASE,1200.00,ARS
CH-P2-000023-1,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000023-1,FLETE_BASE,1200.00,ARS
CH-P2-000023-2,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000023-2,FLETE_BASE,1200.00,ARS
CH-FE1-000023,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000023,FLETE_BASE,1350.00,ARS
CH-FE2-000023,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000023,FLETE_BASE,1150.00,ARS
CH-FD-000023,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000023,FLETE_BASE,750.00,ARS
CH-REV-000023,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000023,SEGURO,200.00,ARS
CH-UND-000023,LIQ-ARS-000023,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000023,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000023,LIQ-USD-000023,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000023,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000023,LIQ-USD-000023,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000023,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000023,LIQ-USD-000023,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000023,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000023,LIQ-USD-000023,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000023,FLETE_MARITIMO,620.00,USD
CH-N1-000023,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000023,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000023,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000023,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000023,LIQ-ARS-000023,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000023,SEGURO,200.00,ARS
CH-P1-000024-0,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000024-0,FLETE_BASE,1000.00,ARS
CH-P1-000024-1,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000024-1,FLETE_BASE,1000.00,ARS
CH-P1-000024-2,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000024-2,FLETE_BASE,1000.00,ARS
CH-P1-000024-3,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000024-3,FLETE_BASE,1000.00,ARS
CH-P1-000024-4,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000024-4,FLETE_BASE,1000.00,ARS
CH-P2-000024-0,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000024-0,FLETE_BASE,1200.00,ARS
CH-P2-000024-1,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000024-1,FLETE_BASE,1200.00,ARS
CH-P2-000024-2,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000024-2,FLETE_BASE,1200.00,ARS
CH-FE1-000024,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000024,FLETE_BASE,1350.00,ARS
CH-FE2-000024,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000024,FLETE_BASE,1150.00,ARS
CH-FD-000024,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000024,FLETE_BASE,750.00,ARS
CH-REV-000024,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000024,SEGURO,200.00,ARS
CH-UND-000024,LIQ-ARS-000024,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000024,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000024,LIQ-USD-000024,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000024,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000024,LIQ-USD-000024,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000024,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000024,LIQ-USD-000024,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000024,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000024,LIQ-USD-000024,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000024,FLETE_MARITIMO,620.00,USD
CH-N1-000024,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000024,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000024,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000024,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000024,LIQ-ARS-000024,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000024,SEGURO,200.00,ARS
CH-P1-000025-0,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000025-0,FLETE_BASE,1000.00,ARS
CH-P1-000025-1,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000025-1,FLETE_BASE,1000.00,ARS
CH-P1-000025-2,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000025-2,FLETE_BASE,1000.00,ARS
CH-P1-000025-3,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000025-3,FLETE_BASE,1000.00,ARS
CH-P1-000025-4,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000025-4,FLETE_BASE,1000.00,ARS
CH-P2-000025-0,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000025-0,FLETE_BASE,1200.00,ARS
CH-P2-000025-1,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000025-1,FLETE_BASE,1200.00,ARS
CH-P2-000025-2,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000025-2,FLETE_BASE,1200.00,ARS
CH-FE1-000025,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000025,FLETE_BASE,1350.00,ARS
CH-FE2-000025,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000025,FLETE_BASE,1150.00,ARS
CH-FD-000025,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000025,FLETE_BASE,750.00,ARS
CH-REV-000025,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000025,SEGURO,200.00,ARS
CH-UND-000025,LIQ-ARS-000025,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000025,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000025,LIQ-USD-000025,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000025,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000025,LIQ-USD-000025,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000025,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000025,LIQ-USD-000025,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000025,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000025,LIQ-USD-000025,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000025,FLETE_MARITIMO,620.00,USD
CH-N1-000025,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000025,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000025,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000025,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000025,LIQ-ARS-000025,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000025,SEGURO,200.00,ARS
CH-P1-000026-0,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000026-0,FLETE_BASE,1000.00,ARS
CH-P1-000026-1,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000026-1,FLETE_BASE,1000.00,ARS
CH-P1-000026-2,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000026-2,FLETE_BASE,1000.00,ARS
CH-P1-000026-3,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000026-3,FLETE_BASE,1000.00,ARS
CH-P1-000026-4,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000026-4,FLETE_BASE,1000.00,ARS
CH-P2-000026-0,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000026-0,FLETE_BASE,1200.00,ARS
CH-P2-000026-1,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000026-1,FLETE_BASE,1200.00,ARS
CH-P2-000026-2,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000026-2,FLETE_BASE,1200.00,ARS
CH-FE1-000026,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000026,FLETE_BASE,1350.00,ARS
CH-FE2-000026,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000026,FLETE_BASE,1150.00,ARS
CH-FD-000026,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000026,FLETE_BASE,750.00,ARS
CH-REV-000026,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000026,SEGURO,200.00,ARS
CH-UND-000026,LIQ-ARS-000026,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000026,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000026,LIQ-USD-000026,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000026,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000026,LIQ-USD-000026,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000026,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000026,LIQ-USD-000026,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000026,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000026,LIQ-USD-000026,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000026,FLETE_MARITIMO,620.00,USD
CH-N1-000026,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000026,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000026,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000026,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000026,LIQ-ARS-000026,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000026,SEGURO,200.00,ARS
CH-P1-000027-0,LIQ-ARS-000027,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000027-0,FLETE_BASE,1000.00,ARS
CH-P1-000027-1,LIQ-ARS-000027,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000027-1,FLETE_BASE,1000.00,ARS
CH-P1-000027-2,LIQ-ARS-000027,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000027-2,FLETE_BASE,1000.00,ARS
CH-P1-000027-3,LIQ-ARS-000027,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000027-3,FLETE_BASE,1000.00,ARS
CH-P1-000027-4,LIQ-ARS-000027,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000027-4,FLETE_BASE,1000.00,ARS
CH-P2-000027-0,LIQ-ARS-000027,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000027-0,FLETE_BASE,1200.00,ARS
CH-P2-000027-1,LIQ-ARS-000027,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000027-1,FLETE_BASE,1200.00,ARS
CH-P2-000027-2,LIQ-ARS-000027,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000027-2,FLETE_BASE,1200.00,ARS
CH-FE1-000027,LIQ-ARS-000027,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000027,FLETE_BASE,1350.00,ARS
